–12.0|-12.09|0.2818299444|1523.701|3.775627117
–8.0|-8.03|0.3423934787|1519.112|4.09393393
–5.0|-5.05|0.42447636|1512.868|4.531697151
–4.0|-4.02|0.4703604342|1509.234|4.788979809
–3.0|-3.01|0.5337605127|1503.913|5.169070032
-2|-1.99|0.6337242505|1494.52|5.84996714
-1.5|-1.53|0.7018624063|1487.538|6.364470289
–1.0|-1.02|0.8111071057|1475.603|7.260930982
